      0: global: energy port connected. master: system.energy_mgmt, slave: system.cpu
      0: system.energy_mgmt: Energy Management module initialized!
      0: system.energy_mgmt: Energy profile: ./profile/energy_prof (Time unit: 1000000 ticks)
837000000: system.energy_mgmt: Energy 4.98519 is harvested. Energy remained: 5641.47
838000000: system.energy_mgmt: Energy 4.99093 is harvested. Energy remained: 5646.46
839000000: system.energy_mgmt: Energy 4.99668 is harvested. Energy remained: 5651.45
840000000: system.energy_mgmt: Energy 5.00243 is harvested. Energy remained: 5656.46
841000000: system.energy_mgmt: Energy 5.00819 is harvested. Energy remained: 5661.46
842000000: system.energy_mgmt: Energy 5.01396 is harvested. Energy remained: 5666.48
843000000: system.energy_mgmt: Energy 5.01974 is harvested. Energy remained: 5671.5
844000000: system.energy_mgmt: Energy 5.02552 is harvested. Energy remained: 5676.52
845000000: system.energy_mgmt: Energy 5.03131 is harvested. Energy remained: 5681.55
846000000: system.energy_mgmt: Energy 5.03711 is harvested. Energy remained: 5686.59
847000000: system.energy_mgmt: Energy 5.04291 is harvested. Energy remained: 5691.63
848000000: system.energy_mgmt: Energy 5.04872 is harvested. Energy remained: 5696.68
849000000: system.energy_mgmt: Energy 5.05453 is harvested. Energy remained: 5701.74
850000000: system.energy_mgmt: Energy 5.06036 is harvested. Energy remained: 5706.8
851000000: system.energy_mgmt: Energy 5.06619 is harvested. Energy remained: 5711.86
852000000: system.energy_mgmt: Energy 5.07202 is harvested. Energy remained: 5716.94
853000000: system.energy_mgmt: Energy 5.07787 is harvested. Energy remained: 5722.01
854000000: system.energy_mgmt: Energy 5.08372 is harvested. Energy remained: 5727.1
855000000: system.energy_mgmt: Energy 5.08957 is harvested. Energy remained: 5732.19
856000000: system.energy_mgmt: Energy 5.09544 is harvested. Energy remained: 5737.28
857000000: system.energy_mgmt: Energy 5.1013 is harvested. Energy remained: 5742.38
858000000: system.energy_mgmt: Energy 5.10718 is harvested. Energy remained: 5747.49
859000000: system.energy_mgmt: Energy 5.11306 is harvested. Energy remained: 5752.6
860000000: system.energy_mgmt: Energy 5.11895 is harvested. Energy remained: 5757.72
861000000: system.energy_mgmt: Energy 5.12485 is harvested. Energy remained: 5762.85
862000000: system.energy_mgmt: Energy 5.13075 is harvested. Energy remained: 5767.98
863000000: system.energy_mgmt: Energy 5.13666 is harvested. Energy remained: 5773.12
864000000: system.energy_mgmt: Energy 5.14258 is harvested. Energy remained: 5778.26
865000000: system.energy_mgmt: Energy 5.14851 is harvested. Energy remained: 5783.41
866000000: system.energy_mgmt: Energy 5.15444 is harvested. Energy remained: 5788.56
867000000: system.energy_mgmt: Energy 5.16038 is harvested. Energy remained: 5793.72
868000000: system.energy_mgmt: Energy 5.16632 is harvested. Energy remained: 5798.89
869000000: system.energy_mgmt: Energy 5.17227 is harvested. Energy remained: 5804.06
870000000: system.energy_mgmt: Energy 5.17823 is harvested. Energy remained: 5809.24
871000000: system.energy_mgmt: Energy 5.18419 is harvested. Energy remained: 5814.42
872000000: system.energy_mgmt: Energy 5.19017 is harvested. Energy remained: 5819.61
873000000: system.energy_mgmt: Energy 5.19614 is harvested. Energy remained: 5824.81
874000000: system.energy_mgmt: Energy 5.20213 is harvested. Energy remained: 5830.01
875000000: system.energy_mgmt: Energy 5.20812 is harvested. Energy remained: 5835.22
876000000: system.energy_mgmt: Energy 5.21412 is harvested. Energy remained: 5840.43
877000000: system.energy_mgmt: Energy 5.22013 is harvested. Energy remained: 5845.65
878000000: system.energy_mgmt: Energy 5.22614 is harvested. Energy remained: 5850.88
879000000: system.energy_mgmt: Energy 5.23216 is harvested. Energy remained: 5856.11
880000000: system.energy_mgmt: Energy 5.23819 is harvested. Energy remained: 5861.35
881000000: system.energy_mgmt: Energy 5.24422 is harvested. Energy remained: 5866.59
882000000: system.energy_mgmt: Energy 5.25026 is harvested. Energy remained: 5871.84
883000000: system.energy_mgmt: Energy 5.25631 is harvested. Energy remained: 5877.1
884000000: system.energy_mgmt: Energy 5.26237 is harvested. Energy remained: 5882.36
885000000: system.energy_mgmt: Energy 5.26843 is harvested. Energy remained: 5887.63
886000000: system.energy_mgmt: Energy 5.2745 is harvested. Energy remained: 5892.91
887000000: system.energy_mgmt: Energy 5.28057 is harvested. Energy remained: 5898.19
888000000: system.energy_mgmt: Energy 5.28666 is harvested. Energy remained: 5903.47
889000000: system.energy_mgmt: Energy 5.29275 is harvested. Energy remained: 5908.77
890000000: system.energy_mgmt: Energy 5.29885 is harvested. Energy remained: 5914.06
891000000: system.energy_mgmt: Energy 5.30495 is harvested. Energy remained: 5919.37
892000000: system.energy_mgmt: Energy 5.31106 is harvested. Energy remained: 5924.68
893000000: system.energy_mgmt: Energy 5.31718 is harvested. Energy remained: 5930
894000000: system.energy_mgmt: Energy 5.3233 is harvested. Energy remained: 5935.32
895000000: system.energy_mgmt: Energy 5.32944 is harvested. Energy remained: 5940.65
896000000: system.energy_mgmt: Energy 5.33558 is harvested. Energy remained: 5945.99
897000000: system.energy_mgmt: Energy 5.34172 is harvested. Energy remained: 5951.33
898000000: system.energy_mgmt: Energy 5.34788 is harvested. Energy remained: 5956.68
899000000: system.energy_mgmt: Energy 5.35403 is harvested. Energy remained: 5962.03
900000000: system.energy_mgmt: Energy 5.3602 is harvested. Energy remained: 5967.39
901000000: system.energy_mgmt: Energy 5.36638 is harvested. Energy remained: 5972.76
902000000: system.energy_mgmt: Energy 5.37256 is harvested. Energy remained: 5978.13
903000000: system.energy_mgmt: Energy 5.37875 is harvested. Energy remained: 5983.51
904000000: system.energy_mgmt: Energy 5.38495 is harvested. Energy remained: 5988.89
905000000: system.energy_mgmt: Energy 5.39115 is harvested. Energy remained: 5994.28
906000000: system.energy_mgmt: Energy 5.39736 is harvested. Energy remained: 5999.68
907000000: system.energy_mgmt: Energy 5.40358 is harvested. Energy remained: 6005.08
908000000: system.energy_mgmt: Energy 5.4098 is harvested. Energy remained: 6010.49
909000000: system.energy_mgmt: Energy 5.41603 is harvested. Energy remained: 6015.91
910000000: system.energy_mgmt: Energy 5.42227 is harvested. Energy remained: 6021.33
911000000: system.energy_mgmt: Energy 5.42852 is harvested. Energy remained: 6026.76
912000000: system.energy_mgmt: Energy 5.43477 is harvested. Energy remained: 6032.2
913000000: system.energy_mgmt: Energy 5.44103 is harvested. Energy remained: 6037.64
914000000: system.energy_mgmt: Energy 5.4473 is harvested. Energy remained: 6043.08
915000000: system.energy_mgmt: Energy 5.45357 is harvested. Energy remained: 6048.54
916000000: system.energy_mgmt: Energy 5.45986 is harvested. Energy remained: 6054
917000000: system.energy_mgmt: Energy 5.46615 is harvested. Energy remained: 6059.46
918000000: system.energy_mgmt: Energy 5.47244 is harvested. Energy remained: 6064.94
919000000: system.energy_mgmt: Energy 5.47875 is harvested. Energy remained: 6070.41
920000000: system.energy_mgmt: Energy 5.48506 is harvested. Energy remained: 6075.9
921000000: system.energy_mgmt: Energy 5.49138 is harvested. Energy remained: 6081.39
922000000: system.energy_mgmt: Energy 5.4977 is harvested. Energy remained: 6086.89
923000000: system.energy_mgmt: Energy 5.50404 is harvested. Energy remained: 6092.39
924000000: system.energy_mgmt: Energy 5.51038 is harvested. Energy remained: 6097.9
925000000: system.energy_mgmt: Energy 5.51672 is harvested. Energy remained: 6103.42
926000000: system.energy_mgmt: Energy 5.52308 is harvested. Energy remained: 6108.94
927000000: system.energy_mgmt: Energy 5.52944 is harvested. Energy remained: 6114.47
928000000: system.energy_mgmt: Energy 5.53581 is harvested. Energy remained: 6120.01
929000000: system.energy_mgmt: Energy 5.54219 is harvested. Energy remained: 6125.55
930000000: system.energy_mgmt: Energy 5.54857 is harvested. Energy remained: 6131.1
931000000: system.energy_mgmt: Energy 5.55496 is harvested. Energy remained: 6136.65
932000000: system.energy_mgmt: Energy 5.56136 is harvested. Energy remained: 6142.22
933000000: system.energy_mgmt: Energy 5.56777 is harvested. Energy remained: 6147.78
934000000: system.energy_mgmt: Energy 5.57418 is harvested. Energy remained: 6153.36
935000000: system.energy_mgmt: Energy 5.58061 is harvested. Energy remained: 6158.94
936000000: system.energy_mgmt: Energy 5.58703 is harvested. Energy remained: 6164.53
937000000: system.energy_mgmt: Energy 5.59347 is harvested. Energy remained: 6170.12
938000000: system.energy_mgmt: Energy 5.59991 is harvested. Energy remained: 6175.72
939000000: system.energy_mgmt: Energy 5.60636 is harvested. Energy remained: 6181.32
940000000: system.energy_mgmt: Energy 5.61282 is harvested. Energy remained: 6186.94
941000000: system.energy_mgmt: Energy 5.61929 is harvested. Energy remained: 6192.56
942000000: system.energy_mgmt: Energy 5.62576 is harvested. Energy remained: 6198.18
943000000: system.energy_mgmt: Energy 5.63224 is harvested. Energy remained: 6203.82
944000000: system.energy_mgmt: Energy 5.63873 is harvested. Energy remained: 6209.45
945000000: system.energy_mgmt: Energy 5.64522 is harvested. Energy remained: 6215.1
946000000: system.energy_mgmt: Energy 5.65173 is harvested. Energy remained: 6220.75
947000000: system.energy_mgmt: Energy 5.65824 is harvested. Energy remained: 6226.41
948000000: system.energy_mgmt: Energy 5.66476 is harvested. Energy remained: 6232.07
949000000: system.energy_mgmt: Energy 5.67128 is harvested. Energy remained: 6237.75
950000000: system.energy_mgmt: Energy 5.67781 is harvested. Energy remained: 6243.42
951000000: system.energy_mgmt: Energy 5.68436 is harvested. Energy remained: 6249.11
952000000: system.energy_mgmt: Energy 5.6909 is harvested. Energy remained: 6254.8
953000000: system.energy_mgmt: Energy 5.69746 is harvested. Energy remained: 6260.5
954000000: system.energy_mgmt: Energy 5.70402 is harvested. Energy remained: 6266.2
955000000: system.energy_mgmt: Energy 5.71059 is harvested. Energy remained: 6271.91
956000000: system.energy_mgmt: Energy 5.71717 is harvested. Energy remained: 6277.63
957000000: system.energy_mgmt: Energy 5.72376 is harvested. Energy remained: 6283.35
958000000: system.energy_mgmt: Energy 5.73035 is harvested. Energy remained: 6289.08
959000000: system.energy_mgmt: Energy 5.73695 is harvested. Energy remained: 6294.82
960000000: system.energy_mgmt: Energy 5.74356 is harvested. Energy remained: 6300.56
961000000: system.energy_mgmt: Energy 5.75018 is harvested. Energy remained: 6306.31
962000000: system.energy_mgmt: Energy 5.7568 is harvested. Energy remained: 6312.07
963000000: system.energy_mgmt: Energy 5.76343 is harvested. Energy remained: 6317.83
964000000: system.energy_mgmt: Energy 5.77007 is harvested. Energy remained: 6323.6
965000000: system.energy_mgmt: Energy 5.77672 is harvested. Energy remained: 6329.38
966000000: system.energy_mgmt: Energy 5.78337 is harvested. Energy remained: 6335.16
967000000: system.energy_mgmt: Energy 5.79004 is harvested. Energy remained: 6340.95
968000000: system.energy_mgmt: Energy 5.79671 is harvested. Energy remained: 6346.75
969000000: system.energy_mgmt: Energy 5.80338 is harvested. Energy remained: 6352.55
970000000: system.energy_mgmt: Energy 5.81007 is harvested. Energy remained: 6358.36
971000000: system.energy_mgmt: Energy 5.81676 is harvested. Energy remained: 6364.18
972000000: system.energy_mgmt: Energy 5.82346 is harvested. Energy remained: 6370
973000000: system.energy_mgmt: Energy 5.83017 is harvested. Energy remained: 6375.83
974000000: system.energy_mgmt: Energy 5.83689 is harvested. Energy remained: 6381.67
975000000: system.energy_mgmt: Energy 5.84361 is harvested. Energy remained: 6387.51
976000000: system.energy_mgmt: Energy 5.85034 is harvested. Energy remained: 6393.36
977000000: system.energy_mgmt: Energy 5.85708 is harvested. Energy remained: 6399.22
978000000: system.energy_mgmt: Energy 5.86383 is harvested. Energy remained: 6405.08
979000000: system.energy_mgmt: Energy 5.87058 is harvested. Energy remained: 6410.96
980000000: system.energy_mgmt: Energy 5.87735 is harvested. Energy remained: 6416.83
981000000: system.energy_mgmt: Energy 5.88412 is harvested. Energy remained: 6422.72
982000000: system.energy_mgmt: Energy 5.8909 is harvested. Energy remained: 6428.61
983000000: system.energy_mgmt: Energy 5.89768 is harvested. Energy remained: 6434.51
984000000: system.energy_mgmt: Energy 5.90447 is harvested. Energy remained: 6440.41
985000000: system.energy_mgmt: Energy 5.91128 is harvested. Energy remained: 6446.32
986000000: system.energy_mgmt: Energy 5.91809 is harvested. Energy remained: 6452.24
987000000: system.energy_mgmt: Energy 5.9249 is harvested. Energy remained: 6458.16
988000000: system.energy_mgmt: Energy 5.93173 is harvested. Energy remained: 6464.1
989000000: system.energy_mgmt: Energy 5.93856 is harvested. Energy remained: 6470.03
990000000: system.energy_mgmt: Energy 5.9454 is harvested. Energy remained: 6475.98
991000000: system.energy_mgmt: Energy 5.95225 is harvested. Energy remained: 6481.93
992000000: system.energy_mgmt: Energy 5.95911 is harvested. Energy remained: 6487.89
993000000: system.energy_mgmt: Energy 5.96597 is harvested. Energy remained: 6493.86
994000000: system.energy_mgmt: Energy 5.97285 is harvested. Energy remained: 6499.83
995000000: system.energy_mgmt: Energy 5.97973 is harvested. Energy remained: 6505.81
996000000: system.energy_mgmt: Energy 5.98661 is harvested. Energy remained: 6511.8
997000000: system.energy_mgmt: Energy 5.99351 is harvested. Energy remained: 6517.79
998000000: system.energy_mgmt: Energy 6.00041 is harvested. Energy remained: 6523.79
999000000: system.energy_mgmt: Energy 6.00733 is harvested. Energy remained: 6529.8
1000000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6535.81
1001000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6541.83
1002000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6547.84
1003000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6553.85
1004000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6559.87
1005000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6565.88
1006000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6571.9
1007000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6577.91
1008000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6583.93
1009000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6589.94
1010000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6595.95
1011000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6601.97
1012000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6607.98
1013000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6614
1014000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6620.01
1015000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6626.03
1016000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6632.04
1017000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6638.05
1018000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6644.07
1019000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6650.08
1020000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6656.1
1021000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6662.11
1022000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6668.13
1023000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6674.14
1024000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6680.15
1025000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6686.17
1026000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6692.18
1027000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6698.2
1028000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6704.21
1029000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6710.23
1030000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6716.24
1031000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6722.25
1032000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6728.27
1033000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6734.28
1034000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6740.3
1035000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6746.31
1036000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6752.32
1037000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6758.34
1038000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6764.35
1039000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6770.37
1040000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6776.38
1041000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6782.4
1042000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6788.41
1043000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6794.42
1044000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6800.44
1045000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6806.45
1046000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6812.47
1047000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6818.48
1048000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6824.5
1049000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6830.51
1050000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6836.52
1051000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6842.54
1052000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6848.55
1053000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6854.57
1054000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6860.58
1055000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6866.6
1056000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6872.61
1057000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6878.62
1058000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6884.64
1059000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6890.65
1060000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6896.67
1061000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6902.68
1062000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6908.7
1063000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6914.71
1064000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6920.72
1065000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6926.74
1066000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6932.75
1067000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6938.77
1068000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6944.78
1069000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6950.8
1070000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6956.81
1071000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6962.82
1072000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6968.84
1073000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6974.85
1074000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6980.87
1075000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6986.88
1076000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6992.89
1077000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 6998.91
1078000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7004.92
1079000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7010.94
1080000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7016.95
1081000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7022.97
1082000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7028.98
1083000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7034.99
1084000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7041.01
1085000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7047.02
1086000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7053.04
1087000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7059.05
1088000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7065.07
1089000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7071.08
1090000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7077.09
1091000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7083.11
1092000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7089.12
1093000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7095.14
1094000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7101.15
1095000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7107.17
1096000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7113.18
1097000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7119.19
1098000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7125.21
1099000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7131.22
1100000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7137.24
1101000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7143.25
1102000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7149.27
1103000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7155.28
1104000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7161.29
1105000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7167.31
1106000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7173.32
1107000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7179.34
1108000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7185.35
1109000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7191.36
1110000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7197.38
1111000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7203.39
1112000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7209.41
1113000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7215.42
1114000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7221.44
1115000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7227.45
1116000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7233.46
1117000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7239.48
1118000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7245.49
1119000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7251.51
1120000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7257.52
1121000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7263.54
1122000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7269.55
1123000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7275.56
1124000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7281.58
1125000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7287.59
1126000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7293.61
1127000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7299.62
1128000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7305.64
1129000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7311.65
1130000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7317.66
1131000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7323.68
1132000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7329.69
1133000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7335.71
1134000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7341.72
1135000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7347.74
1136000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7353.75
1137000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7359.76
1138000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7365.78
1139000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7371.79
1140000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7377.81
1141000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7383.82
1142000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7389.84
1143000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7395.85
1144000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7401.86
1145000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7407.88
1146000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7413.89
1147000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7419.91
1148000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7425.92
1149000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7431.93
1150000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7437.95
1151000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7443.96
1152000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7449.98
1153000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7455.99
1154000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7462.01
1155000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7468.02
1156000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7474.03
1157000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7480.05
1158000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7486.06
1159000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7492.08
1160000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7498.09
1161000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7504.11
1162000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7510.12
1163000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7516.13
1164000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7522.15
1165000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7528.16
1166000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7534.18
1167000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7540.19
1168000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7546.21
1169000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7552.22
1170000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7558.23
1171000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7564.25
1172000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7570.26
1173000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7576.28
1174000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7582.29
1175000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7588.31
1176000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7594.32
1177000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7600.33
1178000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7606.35
1179000000: system.energy_mgmt: Energy 6.01425 is harvested. Energy remained: 7612.36
