      0: global: energy port connected. master: system.energy_mgmt, slave: system.cpu
      0: system.energy_mgmt: Energy Management module initialized!
      0: system.energy_mgmt: Energy profile: ./profile/energy_prof (Time unit: 1000000 ticks)
2765000000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18520
2765000000: system.energy_mgmt: Energy 9.53194 is harvested. Energy remained: 18529.6
2765002000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18528.6
2765004000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18527.6
2765006000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18526.6
2765008000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18525.6
2765010000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18524.6
2765012000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18523.6
2765014000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18522.6
2765016000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18521.6
2765018000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18520.6
2765020000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18519.6
2765022000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18518.6
2765024000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18517.6
2765026000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18516.6
2765028000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18515.6
2765030000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18514.6
2765032000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18513.6
2765034000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18512.6
2765036000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18511.6
2765038000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18510.6
2765040000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18509.6
2765042000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18508.6
2765044000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18507.6
2765046000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18506.6
2765048000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18505.6
2765050000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18504.6
2765052000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18503.6
2765054000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18502.6
2765056000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18501.6
2765058000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18500.6
2765060000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18499.6
2765062000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18498.6
2765064000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18497.6
2765066000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18496.6
2765068000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18495.6
2765070000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18494.6
2765072000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18493.6
2765074000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18492.6
2765076000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18491.6
2765078000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18490.6
2765080000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18489.6
2765082000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18488.6
2765084000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18487.6
2765086000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18486.6
2765088000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18485.6
2765090000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18484.6
2765092000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18483.6
2765094000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18482.6
2765096000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18481.6
2765098000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18480.6
2765100000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18479.6
2765102000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18478.6
2765104000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18477.6
2765106000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18476.6
2765108000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18475.6
2765110000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18474.6
2765112000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18473.6
2765114000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18472.6
2765116000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18471.6
2765118000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18470.6
2765120000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18469.6
2765122000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18468.6
2765124000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18467.6
2765126000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18466.6
2765128000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18465.6
2765130000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18464.6
2765132000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18463.6
2765134000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18462.6
2765136000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18461.6
2765138000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18460.6
2765140000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18459.6
2765142000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18458.6
2765144000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18457.6
2765146000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18456.6
2765148000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18455.6
2765150000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18454.6
2765152000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18453.6
2765154000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18452.6
2765156000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18451.6
2765158000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18450.6
2765160000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18449.6
2765162000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18448.6
2765164000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18447.6
2765166000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18446.6
2765168000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18445.6
2765170000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18444.6
2765172000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18443.6
2765174000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18442.6
2765176000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18441.6
2765178000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18440.6
2765180000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18439.6
2765182000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18438.6
2765184000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18437.6
2765186000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18436.6
2765188000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18435.6
2765190000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18434.6
2765192000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18433.6
2765194000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18432.6
2765196000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18431.6
2765198000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18430.6
2765200000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18429.6
2765202000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18428.6
2765204000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18427.6
2765206000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18426.6
2765208000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18425.6
2765210000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18424.6
2765212000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18423.6
2765214000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18422.6
2765216000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18421.6
2765218000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18420.6
2765220000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18419.6
2765222000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18418.6
2765224000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18417.6
2765226000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18416.6
2765228000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18415.6
2765230000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18414.6
2765232000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18413.6
2765234000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18412.6
2765236000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18411.6
2765238000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18410.6
2765240000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18409.6
2765242000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18408.6
2765244000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18407.6
2765246000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18406.6
2765248000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18405.6
2765250000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18404.6
2765252000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18403.6
2765254000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18402.6
2765256000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18401.6
2765258000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18400.6
2765260000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18399.6
2765262000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18398.6
2765264000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18397.6
2765266000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18396.6
2765268000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18395.6
2765270000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18394.6
2765272000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18393.6
2765274000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18392.6
2765276000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18391.6
2765278000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18390.6
2765280000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18389.6
2765282000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18388.6
2765284000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18387.6
2765286000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18386.6
2765288000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18385.6
2765290000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18384.6
2765292000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18383.6
2765294000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18382.6
2765296000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18381.6
2765298000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18380.6
2765300000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18379.6
2765302000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18378.6
2765304000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18377.6
2765306000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18376.6
2765308000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18375.6
2765310000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18374.6
2765312000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18373.6
2765314000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18372.6
2765316000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18371.6
2765318000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18370.6
2765320000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18369.6
2765322000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18368.6
2765324000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18367.6
2765326000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18366.6
2765328000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18365.6
2765330000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18364.6
2765332000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18363.6
2765334000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18362.6
2765336000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18361.6
2765338000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18360.6
2765340000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18359.6
2765342000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18358.6
2765344000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18357.6
2765346000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18356.6
2765348000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18355.6
2765350000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18354.6
2765352000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18353.6
2765354000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18352.6
2765356000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18351.6
2765358000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18350.6
2765360000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18349.6
2765362000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18348.6
2765364000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18347.6
2765366000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18346.6
2765368000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18345.6
2765370000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18344.6
2765372000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18343.6
2765374000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18342.6
2765376000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18341.6
2765378000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18340.6
2765380000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18339.6
2765382000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18338.6
2765384000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18337.6
2765386000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18336.6
2765388000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18335.6
2765390000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18334.6
2765392000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18333.6
2765394000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18332.6
2765396000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18331.6
2765398000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18330.6
2765400000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18329.6
2765402000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18328.6
2765404000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18327.6
2765406000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18326.6
2765408000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18325.6
2765410000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18324.6
2765412000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18323.6
2765414000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18322.6
2765416000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18321.6
2765418000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18320.6
2765420000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18319.6
2765422000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18318.6
2765424000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18317.6
2765426000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18316.6
2765428000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18315.6
2765430000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18314.6
2765432000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18313.6
2765434000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18312.6
2765436000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18311.6
2765438000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18310.6
2765440000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18309.6
2765442000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18308.6
2765444000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18307.6
2765446000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18306.6
2765448000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18305.6
2765450000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18304.6
2765452000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18303.6
2765454000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18302.6
2765456000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18301.6
2765458000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18300.6
2765460000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18299.6
2765462000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18298.6
2765464000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18297.6
2765466000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18296.6
2765468000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18295.6
2765470000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18294.6
2765472000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18293.6
2765474000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18292.6
2765476000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18291.6
2765478000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18290.6
2765480000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18289.6
2765482000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18288.6
2765484000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18287.6
2765486000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18286.6
2765488000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18285.6
2765490000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18284.6
2765492000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18283.6
2765494000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18282.6
2765496000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18281.6
2765498000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18280.6
2765500000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18279.6
2765502000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18278.6
2765504000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18277.6
2765506000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18276.6
2765508000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18275.6
2765510000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18274.6
2765512000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18273.6
2765514000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18272.6
2765516000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18271.6
2765518000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18270.6
2765520000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18269.6
2765522000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18268.6
2765524000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18267.6
2765526000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18266.6
2765528000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18265.6
2765530000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18264.6
2765532000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18263.6
2765534000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18262.6
2765536000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18261.6
2765538000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18260.6
2765540000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18259.6
2765542000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18258.6
2765544000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18257.6
2765546000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18256.6
2765548000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18255.6
2765550000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18254.6
2765552000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18253.6
2765554000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18252.6
2765556000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18251.6
2765558000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18250.6
2765560000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18249.6
2765562000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18248.6
2765564000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18247.6
2765566000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18246.6
2765568000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18245.6
2765570000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18244.6
2765572000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18243.6
2765574000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18242.6
2765576000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18241.6
2765578000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18240.6
2765580000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18239.6
2765582000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18238.6
2765584000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18237.6
2765586000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18236.6
2765588000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18235.6
2765590000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18234.6
2765592000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18233.6
2765594000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18232.6
2765596000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18231.6
2765598000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18230.6
2765600000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18229.6
2765602000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18228.6
2765604000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18227.6
2765606000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18226.6
2765608000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18225.6
2765610000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18224.6
2765612000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18223.6
2765614000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18222.6
2765616000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18221.6
2765618000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18220.6
2765620000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18219.6
2765622000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18218.6
2765624000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18217.6
2765626000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18216.6
2765628000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18215.6
2765630000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18214.6
2765632000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18213.6
2765634000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18212.6
2765636000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18211.6
2765638000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18210.6
2765640000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18209.6
2765642000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18208.6
2765644000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18207.6
2765646000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18206.6
2765648000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18205.6
2765650000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18204.6
2765652000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18203.6
2765654000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18202.6
2765656000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18201.6
2765658000: system.energy_mgmt: Energy 1 is consumed by xxx. Energy remained: 18200.6
